Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ É],Module [TRUE/FALSE],Perovskite. Composition. A-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. B-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions. Coefficients [Cof.1; Cof.2; É | Cof.3; É | ...],Perovskite. Additives. Compounds [Addt.1; Addt.2; ... | Addt.3; É | Addt.4 | ... ],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Perovskite. Deposition. Number of deposition steps,Perovskite. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> É | Proc. 4 | ... ],Perovskite. Deposition. Solvents [Sol.1; Sol.2 >> Sol.3; ... >> ... | Sol.4 >> É | Sol.5 | ... ],Perovskite. Deposition. Solvents. Mixing ratios [V1; V2 >> V3; V4 >> ... | V5; V6 >> É | 1 | ... ],Perovskite. Deposition. Quenching media [Sol.1; Sol.2; É],Encapsulation [TRUE/FALSE],Encapsulation. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...],Encapsulation. Edge sealing materials [Mat.1; Mat.2; ... ],JV. Reverse scan. PCE [%] ,JV. Forward scan. PCE [%] ,Stability. Measured [TRUE/FALSE],Stability. Protocol [ISOS x/IEC x/ É] ,Stability. Light source. Type [Dark/White LED/Metal halide/ ...],Stability. Light. UV filter [TRUE/FALSE],Stability. Potential bias. Load condition [Open circuit/MPPT/Constant potential/ É],Stability. Temperature. Range [T.min; T.max] or [T.constant] [deg. C],Stability. Atmosphere [Gas1; Gas2; ...],Stability. Relative humidity. Average value [%],Stability. Time. Total exposure [h],Stability. PCE. Burn in observed [TRUE/FALSE],Stability. PCE. End of experiment [% of initial PCE],Stability. PCE. T80 [h],Stability. PCE. Ts80 [h],Stability. PCE. After 1000 h [% of initial PCE]
2017-12-06 00:00:00,SLG , FTO , SnO2-c ,,, Perovskite ,,,,, Carbon,0.051,nip,FALSE,FA; MA,Pb,Br; I,0.09; 2.91,,,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,14.5,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,45,840,FALSE,75,672,,
2015-11-02 00:00:00,SLG , FTO , TiO2-c , ZrO2-mp , TiO2-mp , Perovskite ,,,,, Carbon,0.6,nip-mp-carbon,FALSE,MA,Pb,I,3,,1.6,2,Drop-infiltration >> CBD,DMF >> IPA,1 >> 1,Unknown,TRUE,Unknown,Unknown,14.2,14.2,TRUE,ISOS-L-2I,Light,FALSE,Open circuit,50.0; 50.0,Unknown,,250,TRUE,75,200,,
2019-01-09 00:00:00,SLG , FTO , SnO2-QDs ,,, Perovskite , CsBiBr3-QDs ,,,, Carbon,0.1,nip-mp-carbon,FALSE,Cs,Pb,Br,3,,2.3,2,Spin-coating >> Spin-coating,DMF >> Methanol,1 >> 1,Unknown,FALSE,Unknown,Unknown,10,,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,80.0; 80.0,N2,0,240,FALSE,75,192,,
2019-04-11 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , P3HT ,,,, Cu,0.1,nip-mp,FALSE,MA,Pb,I,3,PCBM-60,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,TRUE,Epoxy,Unknown,,,TRUE,ISOS-L-1,White LED,FALSE,Open circuit,24.0; 24.0,Air,45,800,FALSE,75,#DIV/0!,,
2020-01-29 00:00:00,SLG , FTO , TiO2-c , PCBM-60 ,, Perovskite , Spiro-MeOTAD , MoO3 ,,, Ag,0.0725,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,20.14,19.54,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,45,550,FALSE,75,440,300,
2020-05-16,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD , MoO3 ,,, Ag,,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,nan,nan,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.1,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Unknown,,1100,FALSE,75,880,,
2019-03-23 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD , MoO3 ,,, Ag,0.09,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; GBL,3; 7,Chlorobenzene,FALSE,Unknown,Unknown,16.95,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,12,120,FALSE,75,96,,
2016-01-14 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD , MoO3 ,,, Al,0.1,nip,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,TRUE,SLG,UV-curable epoxy,14.2,,TRUE,ISOS-L-2I,Solar simulator,TRUE,Open circuit,85.0; 85.0,Air,60,36,TRUE,75,28.8,,
2016-05-09 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD , MoO3 , MoO3,, Au ,0.06,nip,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,2.26,,TRUE,ISOS-L-1I,Light,FALSE,Open circuit,25.0; 25.0,Unknown,,5,FALSE,75,4,,
2018-11-07 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD , MoO3 ,,, Ag,0.16,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO; GBL,3; 7,Toluene,FALSE,Unknown,Unknown,16.97,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,2,1342,FALSE,75,1073.6,,
2018-03-09 00:00:00,SLG , ITO , TiO2-c , C60 ,, Perovskite , TaTm , MoO3 ,,, Au,0.01,nip,FALSE,MA,Pb,I,3,,1.6,1,Co-evaporation,none,1,Unknown,FALSE,Unknown,Unknown,17.2,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,100,FALSE,75,80,,
2016-04-14 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD , MoOx ,,, Al,0.06,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO; GBL,3; 7,Toluene,FALSE,Unknown,Unknown,,,TRUE,ISOS-L-1,Sulfur plasma,FALSE,Open circuit,30.0; 30.0,Air,32,50,FALSE,75,#DIV/0!,,
2015-09-26 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , MUTAB ,,, Ag,0.12,pin,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,15.5,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,30.0; 30.0,Ambient,,720,FALSE,75,576,,
2019-08-21 00:00:00,SLG , FTO , NiMgLiO ,,, Perovskite , 3-acetylpyridine , PCBM-60 , BCP ,, Ag,0.09,pin,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,Undoped,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.58,,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,85.0; 85.0,N2,0,500,FALSE,75,400,,
2019-08-21 00:00:00,SLG , FTO , NiMgLiO ,,, Perovskite , 4-acetylpyridine , PCBM-60 , BCP ,, Ag,0.09,pin,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,Undoped,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.12,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,2000,FALSE,75,1600,,
2015-06-08 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , PFN ,,, Ag,0.1,pin,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,14.91,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,2160,FALSE,75,1728,,
2018-08-17,SLG , ITO , PTAA , PFN ,, Perovskite , PCBM-60 , PFN ,,,Carbon-nt,0.1,pin,TRUE,MA,Pb,I,3,nan,1.6,1,Spin-coating,DMF; DMSO,87; 13,Diethyl ether,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-2,Dark,FALSE,Open circuit,85.0; 85.0,Air,85,185,TRUE,75,#DIV/0!,,
2018-08-28 00:00:00,SLG , ITO , P3CT-Na ,,, Perovskite , ITCPTC , Rhodamine 101 ,, LiF , Ag,0.09,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,17.42,17.1,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,25,240,FALSE,75,192,,
2018-01-22 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , 3-Hexylthiophene , Spiro-MeOTAD ,,, Au,0.0625,nip,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,1; 1 >> 1,Unknown,FALSE,Unknown,Unknown,16.76,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,40,720,FALSE,75,576,,
2019-07-09 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Bi2Te3 , Spiro-MeOTAD ,,, Ag,0.1,nip-mp,FALSE,Cs,Pb,Br; I,1; 2,HI,,1,Spin-coating,DMF; DMSO,7; 3,Unknown,FALSE,Unknown,Unknown,11.96,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,720,FALSE,75,576,,
2015-04-24,SLG , FTO , TiO2-c , TiO2-mp , HOOC-Ph-SH , Perovskite , Pentafluorobenzenethiol , Spiro-MeOTAD ,,, Au,0.12,nip-mp,FALSE,MA,Pb,I,3,nan,1.6,2,Spin-coating >> CBD,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,13.21,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Air,45,250,FALSE,75,200,,
2018-03-09 00:00:00,SLG , ITO , TiO2-c , C60 ,, Perovskite , TOPO , TaTm , MoO3 ,, Au,0.01,nip,FALSE,MA,Pb,I,3,,1.6,1,Co-evaporation,none,1,Unknown,FALSE,Unknown,Unknown,16.7,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,100,FALSE,75,80,,
2014-08-05 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , TiO2-np ,,, Al,0.01,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,7,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,100,FALSE,75,80,,
2018-06-30 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , ZnO-np ,,, Al,0.1,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO; GBL,4; 6,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,35,480,FALSE,75,#DIV/0!,,
2020-03-30,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , ZnO-np ,,, Ag,,pin,FALSE,FA; MA,Pb,Br; I,0.6; 2.4,Undoped,1.61,1,Spin-coating,DMF; DMSO,7; 3,Unknown,FALSE,Unknown,Unknown,16.9,16.3,TRUE,ISOS-L-2I,Solar simulator,FALSE,Open circuit,100; 100,N2,,3,FALSE,75,2.4,,
2015-12-23 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , TiO2 -np ,,, Al,0.09,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF,1,Chlorobenzene,FALSE,Unknown,Unknown,11.42,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,45,200,FALSE,75.2,161.2903226,,
2019-02-08 00:00:00,SLG , ITO , NiO-c ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.1,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Toluene,TRUE,Unknown,Unknown,,,TRUE,ISOS-L-1,Light,FALSE,Open circuit,25.0; 25.0,Air,,95,FALSE,75.3,#DIV/0!,,
2019-09-27 00:00:00,SLG , ITO , AZO-np ,,, Perovskite , P3HT ,,,, Au,0.28,nip,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,6.9,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,35.0; 35.0,Unknown,,1000,FALSE,75.4,813.0081301,,75.4
2018-09-21 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,8; 1,Diethyl ether,TRUE,Unknown,Unknown,17.53,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,1000,FALSE,75.4,813.0081301,,75.4
2019-10-08 00:00:00,SLG , ITO , PTAA ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.057,pin,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF >> Ethanol,1 >> 1,Unknown,FALSE,Unknown,Unknown,16.23,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,60,2160,FALSE,75.4,1756.097561,,
2017-08-10 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.04,nip,FALSE,MA,Pb,Br,3,PPA,,1,Spin-coating,DMSO; GBL,1; 1,Toluene,FALSE,Unknown,Unknown,7.1,,TRUE,ISOS-L-2,Light,FALSE,Open circuit,90.0; 90.0,Air,50,720,FALSE,75.5,587.755102,,
2018-06-29 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.1,nip-mp,FALSE,MA,Pb,I,3,CsI,1.6,1,Spin-coating,DMF; DMSO,10; 1,Diethyl ether,FALSE,Unknown,Unknown,17.46,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,240,FALSE,75.6,196.7213115,,
2018-06-29 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.1,nip-mp,FALSE,MA,Pb,I,3,CsI,1.6,1,Spin-coating,DMF; DMSO,10; 1,Diethyl ether,FALSE,Unknown,Unknown,18.82,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,240,FALSE,75.6,196.7213115,,
2018-10-08 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.0863,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.66; 2.34,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.61,18.78,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,700,FALSE,75.7,576.1316872,,
2019-09-27 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.12,nip,FALSE,Cs,Pb,I,3,TTABr,,1,Spray-coating,Hexane,1,Unknown,FALSE,Unknown,Unknown,11.18,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,20,720,FALSE,75.7,592.5925926,,
2019-08-19 00:00:00,PEN , ITO , SnO2-np , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.06,nip-mp,FALSE,FA; MA,Pb,Br; I,0.3; 2.9,,1.592,2,Spin-coating >> CBD,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,15.45,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,,1200,FALSE,75.8,991.7355372,,
2019-05-06 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite ,,,,, Carbon,0.066,nip-mp-carbon,FALSE,FA; MA,Pb,I,3,,1.54,1,Spin-coating,DMF; DMSO,4; 1,Ethyl acetate,TRUE,Paraffin,Unknown,8.77,7.09,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,670,FALSE,75.8,553.7190083,,
2019-11-08 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite, P3TAA-co-P3HT ,,,, Ag,0.1,nip-mp,FALSE,MA,Pb,I,3,PVDF,1.6,1,Spin-coating,DMF; DMSO,4; 1,Unknown,FALSE,Unknown,Unknown,10.41,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,80,240,FALSE,76,200,,
2015-12-17 00:00:00,SLG , ITO , CuAlO2 ,,, Perovskite , PCBM-60 , PEDOT:PSS ,,, Ag,0.0725,pin,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,14.52,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,240,FALSE,76,200,,
2019-04-10,SLG , ITO , C60 ,,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.04,nip,FALSE,MA,Pb,I,3,PbCl2,1.5,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,17.6,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,,500,FALSE,76,416.6666667,,
2017-08-24 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 ,,,, Al,0.03,pin,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,9.68,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1080,FALSE,76,900,,76
2017-08-24 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 ,,,, Al,0.03,pin,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,8.82,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1080,FALSE,76,900,,76
2019-10-02,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , BT ,,,, Au,,nip-mp,FALSE,MA,Pb,I,3,nan,nan,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,9.89,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20; 20,Unknown,30,360,FALSE,76,300,,
2016-11-21 00:00:00,SLG , FTO , SnO2-c ,, PCBM-60 , Perovskite , CuPc ,,,, Au,0.09,nip,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,9; 1 >> 1,Unknown,FALSE,Unknown,Unknown,12.55,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,2000,FALSE,76,1666.666667,,
2020-06-04,SLG , FTO , TiO2-c , Al2O3-mp , NiO-np , Perovskite , Spiro-MeOTAD ,,,, Au,0.17,nip,FALSE,MA,Pb,I,3,Cu:NiO-np,1.548,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,17.13,,TRUE,ISOS-L-1,Solar simulator,FALSE,Open circuit,25; 30,Air,50,0.16,FALSE,76,0.133333333,,
2019-11-11 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.044,nip,FALSE,FA; MA,Pb,Br; I,0.03; 2.97,Cl,,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,25; 4 >> 1,Unknown,FALSE,Unknown,Unknown,,,TRUE,ISOS-L-2I,White LED,FALSE,Open circuit,nan; nan,N2,0,300,FALSE,76,#DIV/0!,,
2019-07-26 00:00:00,SLG , ITO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,Cs,Pb,I,3,Ascorbic acid,,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,11.44,11.4,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,25,250,FALSE,76,208.3333333,,
2017-12-15 00:00:00,SLG , AZO , SnO2-c , SnO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,13.5,,TRUE,ISOS-L-1,White LED,FALSE,MPPT,25.0; 25.0,Dry air,,0.53,FALSE,76,0.441666667,,
2018-05-29 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,Cs; FA,Pb,Br; I,0.3; 2.7,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.94,18.99,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,65,1440,FALSE,76,1200,,
2017-11-22 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.04,nip-mp,FALSE,MA,Pb,I,3,EAPP,1.6,1,Spin-coating,DMSO,1,Chlorobenzene,FALSE,Unknown,Unknown,17.61,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,80,12,FALSE,76,10,,
2018-08-22 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,FA; MA,Pb,I,3,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,17.98,,TRUE,ISOS-L-1I,Light,FALSE,MPPT,35.0; 35.0,Ar,0,450,FALSE,76,375,,
2019/06/17 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.48; 2.52,Unknown,nan,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.84,17.86,TRUE,ISOS-L-C1I,White LED,FALSE,MPPT,25.0; 25.0,N2,0,678,FALSE,76,565,,
2018-01-02 00:00:00,SLG , ITO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.25,nip-mp,FALSE,Cs,Pb,Br,3,,,2,Spin-coating >> CBD,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,0.46,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,80,168,FALSE,76,140,,
2019-03-20 00:00:00,SLG , ITO , PTAA ,,, Perovskite , PCBM-60 , AZO-np ,,, ITO,0.19,pin,FALSE,MA,Pb,I,3,Cl,1.6,2,Spin-coating >> Spin-coating,DMF >> Ethanol,1 >> 1,Unknown,TRUE,SLG,UV-curable epoxy,13.68,,TRUE,ISOS-L-1,Light,FALSE,MPPT,30.0; 30.0,Air,,100,FALSE,76,83.33333333,,
2019-11-23 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , C60 , BCP ,,, Ag,0.1,pin,FALSE,Cs; FA,Pb,I,3,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.04,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,20,1000,FALSE,76,833.3333333,,76
2019-08-22 00:00:00,SLG , ITO , PTAA ,,, Perovskite , C60 , BCP ,,, Ag,0.0757,pin,FALSE,MA,Pb,I,3,Cl,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,19.1,18.73,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,20,40,FALSE,76,33.33333333,,
2019-11-03,SLG , FTO , TiO2-c ,,, Perovskite ,,,,, Carbon,0.09,nip,FALSE,Cs,Pb,Br,3,nan,2.31,2,Spin-coating >> Spin-coating,DMF; DMSO >> H2O; Methanol,9; 1 >> 1; 5,Unknown,FALSE,Unknown,Unknown,5.33,4.06,TRUE,ISOS-D-2,Dark,FALSE,Open circuit,70; 70,Air,40,600,FALSE,76,500,,
2018-11-07 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , CT2 , MoO3 ,,, Ag,0.16,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO; GBL,3; 7,Toluene,FALSE,Unknown,Unknown,15.59,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,2,1344,FALSE,76,1120,,
2020-06-05,SLG , ITO , SnO2-np ,,, Perovskite , CuSCN , MoOx ,,, Au,,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,nan,nan,1,Spin-coating,DMF; DMSO,3.54; 1,Chlorobenzene,FALSE,Unknown,Unknown,13.1,13.5,TRUE,ISOS-L-1I,,FALSE,Open circuit,nan; nan,N2,5,4800,FALSE,76,4000,,
2020-02-05,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , (CH3)3SPbI3 , Spiro-MeOTAD ,,, Au,0.1,nip-mp,FALSE,Cs; FA; MA | (CH3)3S,Pb | Pb,Br; I | I,0.51; 2.49 | 3,nan,1.63 | nan,2,Spin-coating | Spin-coating >> Spin-coating,DMF; DMSO >> IPA | IPA,4; 1 | 1,Chlorobenzene,FALSE,Unknown,Unknown,17.97,15.97,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Unknown,,450,FALSE,76,375,,
2018-06-06 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.045,nip,FALSE,MA,Pb,I,3,PCBPEG-4k,1.6,1,Spin-coating,DMSO; GBL,3; 7,Chlorobenzene,FALSE,Unknown,Unknown,17.72,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,32,360,FALSE,76.1,301.2552301,,
2016-05-26 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.0813,nip,FALSE,MA,Pb,I,3,PEAI,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,14.94,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,75,456,FALSE,76.3,384.8101266,,
2019-10-02,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Ag,,nip-mp,FALSE,MA,Pb,I,3,Undoped,nan,1,Spin-coating,GBL; DMSO,1; 1,Toluene,FALSE,Unknown,Unknown,19.39,19.16,TRUE,ISOS-D-2,Dark,FALSE,Open circuit,80; 80,Unknown,,20,TRUE,76.47058824,17,,
